CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Complain,Satisfaction Score,Point Earned,Geography,Gender,Card Type,Exited
650,33,0,98064.97,1,1,0,73391.786,0,1,262,Germany,Male,GOLD,0
850,55,6,0.0,1,1,0,1337.174,1,1,583,Germany,Male,DIAMOND,1
694,38,5,195926.39,1,1,1,119746.97599999998,0,1,270,Germany,Female,DIAMOND,0
679,38,7,110555.37,2,1,0,65146.75199999999,0,4,320,Germany,Male,GOLD,0
849,69,7,71996.09,1,1,1,194707.316,0,2,317,France,Male,GOLD,0
591,46,4,129269.27,1,1,0,228921.06199999998,0,1,290,Germany,Male,GOLD,0
724,45,5,83888.54,1,0,1,47785.53399999999,0,3,559,Spain,Male,SILVER,0
806,34,5,113958.55,1,0,1,44991.371999999996,0,3,873,France,Male,DIAMOND,0
588,64,3,0.0,1,1,1,265600.11,0,4,286,France,Female,SILVER,0
524,32,6,0.0,1,1,1,186021.65999999997,1,4,373,Spain,Female,PLATINUM,1
591,39,8,0.0,2,0,0,59364.13599999999,0,1,302,Spain,Male,GOLD,0
773,34,10,126979.75,1,0,0,51567.592,0,1,977,Germany,Male,PLATINUM,0
800,60,6,88541.57,2,1,1,184420.368,0,1,577,Germany,Male,SILVER,0
532,24,8,142755.25,1,0,0,47939.072,0,1,699,Germany,Male,DIAMOND,0
705,39,6,133261.13,1,1,1,109307.25999999998,0,4,344,Spain,Male,GOLD,0
808,67,10,124577.15,1,0,1,237867.15999999997,0,5,259,Spain,Female,GOLD,0
540,44,3,164113.04,2,1,1,16984.106,0,5,778,Germany,Male,SILVER,0
641,40,2,110086.69,1,1,0,223697.396,0,4,413,Germany,Female,DIAMOND,0
666,36,4,120165.4,2,1,0,47197.1,0,4,617,Germany,Male,GOLD,0
667,40,9,0.0,1,1,1,135353.28,0,3,879,Germany,Male,GOLD,0
635,27,3,127009.83,1,1,0,226688.93,0,1,686,Germany,Male,GOLD,0
729,39,1,131513.26,1,1,1,271216.0,0,1,751,Germany,Female,PLATINUM,0
600,40,1,141136.79,1,1,1,94940.362,0,5,851,Germany,Male,SILVER,0
637,60,3,0.0,2,1,1,98258.64199999999,0,3,230,Germany,Male,PLATINUM,0
608,33,1,102772.67,2,1,0,99002.81199999999,0,4,301,Germany,Male,DIAMOND,0
446,45,10,125191.69,1,1,1,179580.204,1,5,584,Spain,Female,SILVER,1
654,32,9,121455.65,1,1,0,266110.942,1,2,295,Germany,Male,GOLD,1
693,34,10,107556.06,2,0,0,216498.88999999998,0,5,711,Spain,Female,DIAMOND,0
850,58,8,156652.13,1,0,0,36273.89399999999,1,3,451,France,Male,PLATINUM,1
529,29,4,135759.4,1,0,0,157954.30599999998,1,1,674,Germany,Male,GOLD,1
639,37,5,151242.48,1,0,1,69507.70999999999,0,3,776,Germany,Female,GOLD,0
647,43,3,122717.53,2,1,1,121815.54599999999,0,2,323,Germany,Female,PLATINUM,0
532,37,5,0.0,2,0,1,9481.576,0,5,527,Spain,Female,DIAMOND,0
850,40,6,0.0,1,1,0,191794.11199999996,1,1,268,Germany,Male,DIAMOND,1
752,35,2,0.0,1,1,0,62084.755999999994,1,4,309,Spain,Female,PLATINUM,1
645,36,4,59893.85,2,1,0,61614.49599999999,0,5,420,Spain,Male,DIAMOND,0
695,28,0,96020.86,1,1,1,81204.48599999999,0,2,865,Spain,Male,SILVER,0
659,39,8,106259.63,2,1,1,277359.648,0,3,296,Germany,Male,PLATINUM,0
618,29,10,100315.1,2,1,1,45552.295999999995,0,1,812,Germany,Female,SILVER,0
548,38,0,178056.54,2,1,0,53823.622,0,5,427,Spain,Male,SILVER,0
525,26,7,153644.39,1,1,1,88492.03199999999,0,1,988,France,Male,SILVER,0
708,32,3,151691.44,2,1,1,241949.714,0,5,463,Germany,Male,SILVER,0
634,48,2,107247.69,1,1,1,145211.87,1,5,674,Germany,Male,GOLD,1
619,52,8,124099.13,1,0,0,33481.328,0,1,621,Germany,Female,SILVER,0
523,73,7,0.0,2,0,0,183252.46,1,5,566,France,Female,DIAMOND,1
571,40,5,0.0,2,0,0,102004.00599999998,0,2,557,Germany,Male,SILVER,0
666,37,2,158468.76,1,0,1,130587.41399999999,0,3,630,Germany,Female,DIAMOND,0
573,56,3,154669.77,1,0,1,161662.17799999999,1,5,454,Spain,Male,SILVER,1
618,42,2,0.0,4,0,0,155551.346,1,5,398,France,Female,PLATINUM,1
641,35,5,0.0,2,1,0,130423.50199999998,0,4,747,France,Male,GOLD,0
745,25,5,157993.15,2,1,0,204473.03,0,1,395,Germany,Male,SILVER,0
631,37,8,138292.64,2,0,0,213407.074,1,3,647,Germany,Male,DIAMOND,1
723,40,7,142856.95,2,0,0,53242.63599999999,0,5,522,Germany,Female,PLATINUM,0
520,46,10,85216.61,1,1,0,164332.328,1,1,669,France,Female,GOLD,1
614,38,2,116248.88,1,1,0,147212.288,0,3,762,Germany,Male,DIAMOND,0
647,44,4,93960.35,1,1,0,51226.342,1,2,417,Germany,Male,SILVER,1
734,43,3,55853.33,2,0,1,132751.59,1,1,263,Spain,Female,PLATINUM,1
598,59,8,118210.42,2,0,0,84283.996,1,4,622,Germany,Male,DIAMOND,1
650,23,4,93911.3,2,1,0,96692.62999999999,0,5,774,Germany,Male,PLATINUM,0
562,33,8,92659.2,2,1,0,1910.9499999999998,0,2,374,Germany,Male,GOLD,0
548,33,6,0.0,1,1,1,44434.689999999995,0,4,855,Spain,Male,GOLD,0
656,39,6,0.0,2,1,0,197512.832,0,4,638,Germany,Female,DIAMOND,0
754,55,3,161608.81,1,1,0,11328.19,1,4,810,Germany,Female,GOLD,1
713,42,0,109121.71,1,0,1,235037.88599999997,0,5,872,Spain,Male,GOLD,0
850,36,6,143644.16,1,1,0,30958.149999999998,1,3,728,Germany,Female,PLATINUM,1
713,38,6,116980.78,2,0,1,106468.732,0,3,503,Spain,Male,GOLD,0
710,22,8,0.0,3,1,0,150225.074,0,4,565,Spain,Male,DIAMOND,0
794,62,9,123681.32,3,1,0,243036.28199999998,1,5,247,Germany,Female,SILVER,1
700,54,1,79415.67,1,0,1,195644.756,0,5,546,Spain,Male,PLATINUM,0
676,33,6,171490.78,1,0,0,110754.496,0,3,248,France,Male,GOLD,0
661,32,1,145980.23,1,0,1,79305.79199999999,0,3,883,Germany,Female,DIAMOND,0
608,40,8,121729.42,1,0,0,85645.23,0,4,802,Germany,Female,DIAMOND,0
766,28,3,62717.84,2,1,1,18470.402,0,1,808,Germany,Female,GOLD,0
688,29,9,144553.5,2,1,0,200851.93,0,4,270,Germany,Male,SILVER,0
764,33,9,168964.77,1,0,1,166590.514,0,2,915,Spain,Female,GOLD,0
800,40,3,75893.11,2,1,0,185602.122,0,5,513,France,Female,PLATINUM,0
465,33,8,0.0,2,1,0,248750.96999999997,0,4,507,France,Male,DIAMOND,0
635,34,5,98683.47,2,1,0,22041.466,0,3,558,Spain,Female,SILVER,0
759,33,2,0.0,2,1,0,79232.43199999999,0,1,428,France,Female,SILVER,0
850,43,8,92244.83,2,1,0,76944.622,0,2,304,Germany,Female,PLATINUM,0
728,43,5,0.0,1,1,1,168138.438,0,5,924,Spain,Female,GOLD,0
667,24,4,0.0,2,0,1,48084.770000000004,0,5,560,Germany,Female,DIAMOND,0
664,32,5,133705.74,1,0,0,188253.17599999998,0,1,977,Spain,Male,SILVER,0
651,35,7,74623.5,3,1,0,181246.80599999998,1,2,515,France,Male,SILVER,1
453,28,3,139986.65,1,1,0,191600.44999999998,0,2,816,Germany,Female,GOLD,0
735,46,2,106344.95,1,1,0,160134.862,1,4,287,Germany,Male,DIAMOND,1
713,44,1,63438.91,1,1,0,90140.56,0,5,658,Germany,Male,GOLD,0
646,30,5,98014.74,1,1,1,17874.996,0,4,329,Germany,Male,PLATINUM,0
627,23,5,184244.86,1,1,0,144353.908,0,2,971,Germany,Male,SILVER,0
654,29,2,91955.61,1,1,0,51906.924,0,2,375,France,Male,DIAMOND,0
816,40,9,109003.26,1,1,1,111427.78399999999,0,1,592,Germany,Female,DIAMOND,0
692,43,10,118588.83,1,1,1,225753.30999999997,1,5,443,Germany,Female,DIAMOND,1
756,34,1,103133.26,1,1,1,126097.65599999999,0,4,527,Germany,Male,SILVER,0
501,42,9,114631.23,1,0,1,128016.636,0,4,450,France,Male,SILVER,0
775,45,8,0.0,1,1,0,182542.35199999998,0,4,805,France,Male,DIAMOND,0
648,40,5,139973.65,1,1,1,949.7239999999999,1,2,579,Germany,Female,GOLD,1
660,28,1,118402.25,2,1,0,20019.502,0,1,965,Germany,Male,PLATINUM,0
492,38,8,57068.43,2,1,0,264579.734,0,3,914,Germany,Female,PLATINUM,0
683,49,7,108797.63,2,0,0,197083.452,0,3,820,Germany,Female,SILVER,0
773,41,4,0.0,2,1,1,34909.88799999999,0,2,667,France,Male,PLATINUM,0
624,27,9,94667.29,2,0,1,6273.728,0,1,958,Germany,Male,PLATINUM,0
590,51,3,154962.99,3,0,1,268720.17799999996,1,1,759,Spain,Female,SILVER,1
667,56,8,137464.04,1,1,0,183200.506,1,3,235,Germany,Female,PLATINUM,1
747,32,5,67495.04,2,0,1,108333.51799999998,0,4,885,Germany,Female,PLATINUM,0
671,42,3,0.0,2,1,1,179844.062,0,2,931,Spain,Female,DIAMOND,0
727,31,10,96997.09,2,0,0,107274.65599999999,0,2,550,Spain,Female,DIAMOND,0
803,40,6,165526.71,1,1,0,17274.311999999998,0,3,880,France,Female,SILVER,0
850,35,6,81684.97,1,1,0,1168.6,0,5,576,France,Female,SILVER,0
714,26,9,89928.99,1,1,0,64699.63399999999,0,5,675,Germany,Female,DIAMOND,0
766,44,3,116822.7,1,0,0,276715.53599999996,0,1,544,Germany,Male,PLATINUM,0
805,24,6,143221.35,2,1,0,260465.00799999997,0,5,545,Germany,Male,DIAMOND,0
665,63,7,104469.58,1,1,1,35246.504,1,2,941,Germany,Male,PLATINUM,1
601,48,8,120782.7,1,1,0,89531.95199999999,1,2,587,Germany,Female,DIAMOND,1
692,49,6,110540.43,2,0,1,150477.186,0,1,891,Germany,Male,PLATINUM,0
694,31,10,0.0,2,1,0,225401.37799999997,0,3,673,Germany,Female,SILVER,0
550,30,4,0.0,2,1,0,124917.80599999998,0,3,484,Germany,Female,GOLD,0
715,31,7,0.0,1,1,1,209973.82599999997,0,1,707,Spain,Male,PLATINUM,0
496,32,4,127845.83,1,1,0,93071.87999999999,0,4,512,Germany,Male,SILVER,0
669,30,7,139872.81,1,1,0,264329.19,0,3,302,Germany,Female,SILVER,0
708,64,5,0.0,3,0,1,157543.098,1,2,465,Spain,Female,PLATINUM,1
607,25,3,0.0,2,0,0,261883.20799999998,0,3,624,Germany,Male,DIAMOND,0
660,31,6,172325.67,1,0,1,63628.73199999999,0,4,223,France,Female,PLATINUM,0
697,76,7,0.0,2,0,1,264296.43,0,3,733,Germany,Female,DIAMOND,0
431,37,0,120764.08,1,1,1,163847.312,0,2,389,Germany,Male,SILVER,0
850,39,6,206014.94,2,0,1,59899.77599999999,1,5,748,Spain,Male,PLATINUM,1
533,35,8,0.0,2,1,1,263075.168,0,3,558,Germany,Female,PLATINUM,0
505,37,6,159863.9,2,0,1,175446.01799999998,0,1,421,Germany,Female,GOLD,0
641,37,7,0.0,2,1,0,105362.62,0,2,516,Germany,Male,PLATINUM,0
648,42,4,0.0,2,1,0,27011.395999999997,0,2,759,France,Male,GOLD,0
779,29,3,46388.16,3,1,0,179129.96399999998,1,3,922,France,Female,DIAMOND,1
583,27,4,0.0,3,1,0,228373.774,0,1,484,France,Female,DIAMOND,0
640,43,9,94752.49,1,1,0,257623.90399999995,1,4,523,Germany,Female,DIAMOND,1
707,73,6,66573.17,1,1,1,87891.31999999999,0,3,884,France,Male,GOLD,0
652,45,2,151421.44,1,0,1,161481.80199999997,0,2,388,Germany,Male,GOLD,0
724,40,6,110054.45,1,1,1,121746.00799999999,0,2,680,Germany,Female,SILVER,0
758,35,7,0.0,2,1,0,109147.57599999999,0,3,560,France,Male,DIAMOND,0
580,44,9,143391.07,1,0,0,205662.498,1,4,567,Germany,Male,GOLD,1
586,60,3,47020.65,2,0,1,88552.69399999999,1,3,850,Germany,Female,PLATINUM,1
639,32,9,0.0,2,1,0,155891.504,0,4,846,Germany,Male,GOLD,0
749,38,9,129378.32,1,1,1,18984.075999999997,0,4,633,Spain,Male,DIAMOND,0
714,39,3,149887.49,2,1,0,89399.904,0,4,235,Germany,Male,SILVER,0
644,31,5,86006.3,1,1,1,103507.12999999999,0,2,274,Spain,Female,SILVER,0
611,53,7,0.0,2,0,1,219108.546,1,1,843,Germany,Female,GOLD,1
743,45,10,144677.19,3,1,0,31532.415999999997,1,3,471,Germany,Male,GOLD,1
606,36,10,0.0,2,0,1,217913.04399999997,0,2,813,France,Female,SILVER,0
661,33,9,0.0,2,1,1,117859.73399999998,0,2,873,Germany,Male,DIAMOND,0
508,31,7,0.0,2,1,1,8587.41,0,4,573,Germany,Female,GOLD,0
782,42,7,126428.38,1,1,0,55777.13999999999,0,1,367,Germany,Male,GOLD,0
477,31,9,0.0,2,0,1,257700.638,0,1,295,Spain,Male,SILVER,0
583,27,1,125406.58,1,1,1,155113.188,0,1,992,France,Female,PLATINUM,0
612,32,9,106520.73,2,1,0,247944.02399999998,0,3,821,Germany,Male,GOLD,0
510,30,0,0.0,2,1,1,182789.85799999998,0,2,430,Germany,Female,DIAMOND,0
540,39,1,0.0,1,0,1,151802.174,0,2,727,Spain,Male,DIAMOND,0
624,55,7,118793.6,1,1,1,133045.828,1,4,503,France,Male,DIAMOND,1
445,30,3,0.0,2,1,1,179129.86599999998,0,2,842,Germany,Female,PLATINUM,0
688,26,1,0.0,2,1,1,146225.316,0,2,381,Germany,Male,PLATINUM,0
726,38,5,126875.62,1,1,0,179288.20599999998,0,2,514,Germany,Female,PLATINUM,0
556,30,7,0.0,2,1,1,261322.466,0,3,356,France,Female,GOLD,0
814,31,6,87772.52,1,1,0,263938.03,0,3,870,Germany,Female,SILVER,0
564,33,4,135946.26,1,1,0,88453.0,0,3,696,Germany,Female,DIAMOND,0
802,41,5,0.0,2,1,1,188491.81999999998,0,2,349,Spain,Male,PLATINUM,0
665,41,8,96147.55,1,1,0,191868.158,0,3,280,Germany,Female,PLATINUM,0
781,29,6,98759.89,1,0,0,157098.696,0,2,494,Spain,Female,GOLD,0
808,45,7,118626.55,2,1,0,206000.444,0,1,559,France,Male,SILVER,0
733,39,5,91538.51,1,1,1,131311.19999999998,0,3,336,Germany,Male,PLATINUM,0
802,37,9,115569.21,1,0,1,167711.046,0,1,927,Germany,Male,GOLD,0
560,44,5,143244.97,1,1,0,138140.778,0,5,768,France,Female,DIAMOND,0
649,39,3,113096.41,1,1,1,84484.336,0,5,946,France,Male,PLATINUM,0
582,26,4,65848.36,2,1,0,42223.89399999999,0,1,518,Spain,Male,SILVER,0
680,32,7,175454.0,1,0,1,108304.88799999999,0,2,772,Germany,Male,PLATINUM,0
519,57,2,119035.35,2,1,1,41835.506,0,3,689,Spain,Female,SILVER,0
740,37,5,0.0,2,1,1,38554.76,0,5,798,Germany,Female,PLATINUM,0
811,44,3,0.0,2,0,1,109830.62199999999,0,5,859,Spain,Male,PLATINUM,0
544,22,3,66483.32,1,0,1,154459.346,0,2,370,Spain,Male,SILVER,0
651,36,8,0.0,2,1,0,128328.40199999999,0,3,823,Spain,Female,SILVER,0
805,26,2,0.0,2,1,1,35073.939999999995,0,1,387,Spain,Male,SILVER,0
545,55,5,0.0,1,0,0,14063.678,1,5,524,France,Female,DIAMOND,1
606,65,10,126306.64,3,0,0,11021.351999999999,1,5,591,Germany,Male,DIAMOND,1
700,37,1,135179.49,1,1,0,224953.51799999998,0,3,700,France,Male,SILVER,0
792,59,9,101609.77,1,0,0,226085.86599999998,1,5,779,Germany,Female,DIAMOND,1
706,44,2,185932.18,2,1,0,91593.774,0,5,536,Germany,Female,GOLD,0
686,39,4,0.0,2,1,0,217048.50199999998,0,4,977,France,Male,DIAMOND,0
764,24,0,0.0,2,1,0,124229.286,0,3,470,Germany,Female,GOLD,0
677,37,3,0.0,2,1,1,53568.149999999994,0,3,654,Germany,Female,PLATINUM,0
734,54,3,0.0,1,1,0,183142.756,1,4,505,Germany,Female,SILVER,1
518,46,3,0.0,2,1,0,107137.10599999999,0,2,583,France,Male,PLATINUM,0
507,36,9,118214.32,3,1,0,166769.042,1,3,447,Germany,Male,GOLD,1
706,32,5,88348.43,2,1,1,145869.492,0,2,641,Germany,Male,SILVER,0
652,35,7,104015.54,2,1,1,77306.03199999999,0,1,926,Germany,Male,PLATINUM,0
773,52,2,0.0,2,1,0,80287.906,0,5,607,Spain,Male,PLATINUM,0
765,36,8,92310.54,2,1,1,102109.38399999999,0,3,547,Germany,Male,DIAMOND,0
427,33,8,0.0,1,1,1,19417.53,0,4,959,Germany,Male,SILVER,0
545,45,6,93796.42,2,1,1,227264.764,0,3,577,Germany,Male,GOLD,0
711,41,3,145754.91,1,1,1,142052.098,0,3,244,Germany,Female,PLATINUM,0
694,60,9,0.0,1,1,1,79939.55799999999,0,4,647,Germany,Male,GOLD,0
535,48,9,0.0,1,1,0,209864.906,1,4,697,France,Female,GOLD,1
644,26,4,153455.72,2,1,1,115790.57599999999,0,5,944,Spain,Female,PLATINUM,0
796,45,2,109730.22,1,1,1,173450.822,0,2,267,Germany,Female,DIAMOND,0
608,27,4,153325.1,1,1,1,279949.66199999995,0,3,778,Spain,Male,SILVER,0
567,39,5,0.0,2,0,0,235945.408,0,3,709,France,Male,GOLD,0
796,41,8,107525.07,1,1,0,25929.573999999997,0,2,606,Spain,Male,SILVER,0
696,43,4,0.0,2,1,1,92983.91799999999,0,4,678,Spain,Female,DIAMOND,0
615,41,9,109013.23,1,1,0,275114.94399999996,0,1,561,Spain,Female,PLATINUM,0
648,23,9,168372.52,1,1,0,188562.408,0,4,883,France,Male,DIAMOND,0
564,48,5,132876.23,1,1,0,110978.678,0,1,741,Spain,Male,DIAMOND,0
715,21,6,76467.16,1,1,1,242931.408,0,4,995,France,Male,GOLD,0
689,46,7,52016.08,2,1,1,102206.10999999999,0,3,384,Germany,Female,DIAMOND,0
660,33,0,72783.42,1,0,0,253487.78599999996,0,1,553,France,Male,PLATINUM,0
559,38,8,95139.41,1,1,1,121220.644,0,4,286,France,Female,PLATINUM,0
678,22,4,174852.89,1,1,1,39423.684,0,3,333,France,Female,PLATINUM,0
621,59,2,0.0,2,1,1,239924.85199999998,0,4,740,Spain,Female,PLATINUM,0
650,35,3,165982.43,2,1,1,34290.024,0,2,306,Germany,Female,PLATINUM,0
534,35,4,0.0,2,0,0,13372.609999999999,0,2,784,Spain,Male,PLATINUM,0
529,39,2,82766.43,1,1,1,172110.61599999998,0,3,574,Spain,Female,GOLD,0
653,47,6,0.0,1,1,0,70989.302,1,2,622,Germany,Male,SILVER,1
680,27,3,0.0,1,1,0,45450.96399999999,0,3,875,Germany,Male,DIAMOND,0
542,59,2,68892.77,2,1,0,11082.084,1,5,442,Germany,Female,DIAMOND,1
707,48,8,88441.64,1,1,1,167879.47999999998,1,2,244,Spain,Male,DIAMOND,1
628,40,5,181768.32,2,1,1,180766.158,0,2,307,Germany,Male,SILVER,0
829,28,3,132405.52,3,1,0,146859.87999999998,1,1,536,Germany,Male,PLATINUM,1
745,28,6,0.0,2,1,0,216159.85199999998,0,4,649,Germany,Female,SILVER,0
555,50,7,128061.0,2,1,1,87340.14,0,4,977,Spain,Male,GOLD,0
516,45,4,0.0,1,1,0,133398.22199999998,1,5,255,Germany,Female,SILVER,1
486,40,9,71340.09,1,1,0,106684.094,0,4,530,Germany,Female,PLATINUM,0
699,54,3,111009.32,1,1,1,218283.106,1,5,241,Germany,Female,DIAMOND,1
527,28,6,128396.33,2,1,0,111902.958,0,5,882,Spain,Male,SILVER,0
789,53,1,158271.74,1,1,1,7065.946,1,1,296,Germany,Female,SILVER,1
492,39,10,124576.65,2,1,0,208033.45399999997,0,5,560,Germany,Male,GOLD,0
722,34,8,0.0,2,1,1,186841.48599999998,0,1,523,Germany,Male,DIAMOND,0
665,40,6,0.0,1,1,1,226602.242,0,2,651,France,Female,SILVER,0
546,25,3,132837.7,1,1,0,184321.234,0,3,440,Germany,Female,PLATINUM,0
572,38,7,0.0,2,1,1,186386.66799999998,0,1,739,Germany,Female,PLATINUM,0
719,28,3,106070.29,2,1,1,257465.634,0,3,802,Germany,Male,GOLD,0
594,56,7,0.0,1,1,0,36717.189999999995,1,5,709,France,Female,SILVER,1
702,40,1,103549.24,1,0,0,13612.528,1,3,804,France,Female,DIAMOND,1
758,40,3,0.0,2,0,0,134551.71,0,1,864,Spain,Male,DIAMOND,0
760,34,6,58003.41,1,1,0,126499.54,0,5,785,Germany,Female,SILVER,0
678,31,1,0.0,2,0,1,182640.30999999997,0,2,246,Germany,Female,GOLD,0
545,30,3,0.0,2,1,0,238445.40199999997,0,4,396,France,Male,PLATINUM,0
611,29,4,78885.88,2,1,1,37713.765999999996,0,3,914,Germany,Female,SILVER,0
563,34,6,0.0,2,0,0,51166.702,0,1,256,Germany,Female,GOLD,0
462,27,4,176913.52,1,1,0,112837.178,0,2,513,France,Male,SILVER,0
757,23,2,80673.96,2,1,0,131603.31,0,5,277,Germany,Male,DIAMOND,0
806,32,3,63763.49,1,1,0,219245.32599999997,0,1,411,France,Female,GOLD,0
640,37,5,158024.38,1,1,0,113832.32599999999,0,1,749,Spain,Male,GOLD,0
720,38,10,0.0,2,1,1,78736.608,1,2,966,Germany,Female,GOLD,1
850,39,7,79259.99,1,0,1,261690.03599999996,0,1,976,Germany,Female,DIAMOND,0
673,40,1,121629.22,1,1,1,4577.04,0,3,313,Spain,Male,DIAMOND,0
589,31,10,110635.32,1,1,0,207521.40399999998,0,5,728,Germany,Female,SILVER,0
438,60,7,78391.17,1,0,1,69209.43999999999,0,4,262,France,Male,GOLD,0
705,46,4,115518.07,1,0,0,107177.85999999999,1,3,576,Germany,Female,PLATINUM,1
813,29,5,106059.4,1,0,0,263182.632,1,5,331,Germany,Female,GOLD,1
681,37,8,73179.34,2,1,1,35424.541999999994,0,4,242,Germany,Male,GOLD,0
642,49,4,120688.61,1,1,0,34693.308,1,1,641,Germany,Male,GOLD,1
612,31,8,117989.76,1,1,1,75796.80399999999,0,4,409,France,Female,SILVER,0
586,33,9,0.0,1,1,0,9780.028,0,5,871,Germany,Male,DIAMOND,0
477,57,9,114023.64,2,1,1,99649.03799999999,1,3,523,Germany,Female,GOLD,1
701,33,9,147510.34,1,1,0,266871.688,0,5,228,Germany,Male,DIAMOND,0
671,30,2,0.0,1,0,1,142896.004,0,3,743,France,Male,PLATINUM,0
643,41,2,127841.52,1,1,0,241323.77399999998,0,5,474,Germany,Male,GOLD,0
751,37,9,183613.66,2,0,0,69643.916,0,3,563,Germany,Female,SILVER,0
640,31,9,138857.59,1,1,0,68112.078,0,1,686,Germany,Female,SILVER,0
850,27,7,43658.33,2,1,1,4250.686,0,4,585,France,Female,PLATINUM,0
475,39,6,0.0,1,1,1,79814.86,1,1,388,France,Male,GOLD,1
597,35,8,131101.04,1,1,1,270008.738,0,3,758,Germany,Female,SILVER,0
567,40,7,122265.24,1,1,0,193988.83599999998,0,1,433,Germany,Male,SILVER,0
